full_text
"Buka Suara, Presiden RI Jokowi Mengecam Keras Tindakan Zionis Israel terhadap Warga Sipil Palestina   https://t.co/71f6KlZ9kF   #Palestina #Gaza #FreePalestine #Indonesia #Presiden #Jokowi #Israel #IsraelTerorrist #Zionist #PalestinianGenocide #Zionis"
Kini Palestina memanggil berikanlah Mereka kekuatan terbaik kekuatan terbaik hadirkan kedamaian untuk dunia  #SavePalestina #FreedomForPalestina #KemerdekaanUntukPalestina #SelamatkanPalestina
kalau perang Palestina mereka manfaat cari uang. Teriak bantu palestina Suruh pribumi jihad Yang nyuruh takut jihad Minta ke pribumi Donasi kepalestina Donasinya masuk kantong sendiri. Negaranya di bom diem diem Bae https://t.co/nkfhNIORhK
@Marie18909292 @DeHoutman_id Lu samperin aj kesana Paul untuk double Check bener apa kaga berita dibomnya gereja di Palestina oleh zionist.  https://t.co/bIzI7SkHGG
@Hilmi28 Hamas tidak mewakili rakyat palestina kata presiden palestina.....
"Belajar sejarah dahulu buzzer,sebelum mendukung Zionist mu.Di Palestina jauh sebelum kedatangan Zionist mu di bawah ke khalifahan Salahuddin Ayyaubi,hidup damai berdampingan,Islam,Nasrani,dan Yahudi.Kedatangan Zionist yang mengaku Yahudi,meminta perlindungan dan di berikan. https://t.co/qlyP9gjIoU"
@OmJ_JeNggot drun Hamas itu sayap militer Palestina yang menguasai Gaza seperti Isis
🇵🇸 Seorang pemuda menantang pemerintah Inggris dan menyalakan landmark Big Ben yang terkenal di London dengan bendera Palestina. 🇵🇸🇵🇸🇵🇸  #GazaHospitalBombing  #FreePalestine ❤🇵🇸 https://t.co/FWgcBooShN
Terima kasih Mohammad Rizky Eka Pratama dan suporter PSM yang terus mendukung Palestina dalam laga PSM vs Arema semalam.  Moga PSSI tidak kelilipan dgn memberi teguran atau sangsi. #FreePalestine https://t.co/U66wJEyrKG
@uniemara @islah_bahrawi @stingErz23 @Bunga_JyKesuma Warga Palestina tinggal di indonesia...
"@zidnsptra @memelord_666666 mantap bro saya dukung anda berangkat ke palestina gabung hamas, mereka katanya lagi kekurangan suicide squad"
@Hilmi28 ini namanya penjajahan ya ustad. israel menjajah palestina seperti halnya belanda/jepang menjajah Indonesia. harusnya penjajah yg diusir secara paksa.
@dina_sulaeman salahkan Hamas yang membawa penderitaan bagi penduduk Palestina yang tinggal di Gaza. selama ini Israel suplai kebutuhan 1.1 jt penduduk yang tinggal di Gaza.
"Mohamed Salah Lantang Ajak Pemimpin Dunia Bantu Palestina. Pembantaian harus dihentikan. Banyak keluarga yang terpisah. Hal terjelas yang harus dilakukan sekarang adalah bantuan kemanusiaan ke Gaza harus diizinkan segera, ujarnya.  Salah mengatakan, situasi di Gaza semakin… https://t.co/hnyqFoHw1I"""
"Kl negeri2 kaum muslimin terlalu takut utk mengirimkan pasukan membela Palestina, cukup serukan agar semua negara Muslim memboikot mata uang dollar dlm transaksi perdagangan internasional &amp  menutup semua keran ekspor minyak, gas &amp  brg tambang ke USA agar perekonomian mrk macet"
"Sikap harus jelas, PENJAJAH HARUS DI HAPUS DARI MUKA BUMI, LENYAPKAN ISRAEL REBUT KEMBALI TANAH PALESTINA YANG DI DUDUKI ISRAEL"
"@WhizhList @FaktaSepakbola Nah iya, gua juga lihat kounde dukung palestina pihak laliga nggak ada Yang koar-koar"
"Bantuin doa untuk palestina supaya dimudahkan Allah untuk meraih kemenangannyo 😭  Anak2 dn org2 yg meninggal semoga Allah syahid kan kalian dan Allah tempatkan di tempat yg paling baik, aamiin. 😭😭😭"
"salahkan Hamas, kalau Mereka tidak membunuh 1400 warga sipil Ngga ada kesengsaraan rakyat Palestina yang tinggal di Gaza sekarang , 1.1 jt penduduk disuplai israel"
"Warga palestina jadi korban kebiadaban kelompok HAMAS. setelah menyerang membunuh byk warga sipil israel, kemudian kelompok Hamas berlindung dan brsembunyi ditengah2 warga sipil palestina ketika israel membalas serangan."
@GosongImam @GeiszChalifah Palestina memang harus diutamakan. 😝 https://t.co/Bg6dlFe327
"@Hilmi28 He..he..iya,yg dimaksud mereka yg berhijrah itu adalah para pengungsi ibu2 dan Anak2 yg butuh tempat pelindungan, klw para pemuda2 Palestina mereka msih bertahan memperjuangkan kemerdekaan Palestina,dan menjaga mesjid Alaqsa,he..he"
"Masya Allah Abod urat takutnya sudah hilang, pemuda Palestina ngonten di tempat terbuka diantara desingan pesawat tempur Israel."
@pettasewa1 @muchlis_ar HAMAS BUKAN BAGIAN DARI RAKYAT PALESTINA https://t.co/WkEr8040QK
haii ada yang bisa jelasin ga awal mula Israel dan Palestina itu bisa war segitunya karena apa ?
@QudsNen Itulah pejuang sejati ✊ semoga para tahanan Palestina juga bisa di bebaskan 🤲
Maen sosmed tidak banyak mencaritau soal 1. Palestina - karena ga tega genosida 2. Kesurupan kasus pembunuhan - karena serem 3. Politik/pilpres - karena semua abu abu  Gue jarang piknik jd hiburan simpelnya maen sosmed. Ga perlu dibikin pusing lah.
Karna is(anu) tu menebarkan kebohongan ke org2 sebelah sano biak dio menang 😭 Tapi aku yakin Allah pasti bantu meskipun mungkin butuh waktu karna Allah lah yg tau kapan waktu terbaik untuk mengangkat derajat palestina 🥹 tp tepotek nian hati aku ningok anak2 kecik tu yaAllah 😭
@Bambangmulyonoo @HusinArmando Itu persis seperti berita yg dikeluarkan Hamas. Katanya besok akan ada pertempuran sengit dari Israel ke Palestina. Makanya hari ini Hamas harus gempur duluan Israel. Ono2 bae. Kalau Nipu bilang Nipu. Persis deh modelnya koyo SS.
"@Arya_Sena1973 @KepesengX0_ Ho oh ,,   dan dari mereka masih saling bertikai ,, itu knp palestina sulit merdeka,,  di gaza saja tdk hanya hamas , ada PIJ(jihad islam) has nya warna hitam ikat kepala jg hitam, ada pula brigade al qud , sebagian kecil simpatisan pflp,dflp dll jg berdomisili di gaza"
@DeHoutman_id anjing zionist lagi nyari uang dari darah dan daging anak2 palestina...gk puas loe ya tangan kanan dajal?tolol jangan diumbar dimari jing!!!!
Beli buatan dalam negeri aja utk support ekonomi nasional. Siapa tahu pengusaha nasional akan sumbang ke Palestina.
@AhmadUl06581878 @SammiSoh @JSuryoP1 Ya gara2 nerima pengungsi palestina kan? Perang saudara dj lebanon kan awalnya itu.
Palestina sebenarnya sudah dideklarasikan sebagai negara berdaulat pada 15 November 1988 https://t.co/Bs9ijK8oBD
@Tita83079013 @JSuryoP1 Kaum Rahayu ngapain ngurus palestina..?  Kebakaran jembut ya
"@tanyakanrl Emang bukan agama lur, orang Yahudi juga banyak yg kecam Israel. Murni politik. Lebih tepatnya penjajahan Israel ke Palestina."
"nyoba search PKS PALESTINA"" blass nggak ada demo. padahal 2 tahun lalu kayaknya demo besar ke kedubes yuese.. apa karena melu Anies?"""
