"created_at","id_str","full_text","quote_count","reply_count","retweet_count","favorite_count","lang","user_id_str","conversation_id_str","username","tweet_url","image_url","location","followers_count"
"Sat Dec 16 09:16:51 +0000 2023","1735952117071073720","Berita covid menigkat udh gak berpengaruh🤣🤣🙏🙏 https://t.co/oHx2XvUINy","0","1","0","6","in","3017718794","1735952117071073720","baymax911","https://twitter.com/baymax911/status/1735952117071073720","https://pbs.twimg.com/media/GBdXPtIacAA2YN4.jpg","bdj","1685"
"Sat Dec 16 04:44:45 +0000 2023","1735883637684580434","Selamat bercuti Cuti Penggal 3  Sesi 2023/2024 buat anak-anak semua. Banyakkan membaca buku  tolong ibu bapa  jaga diri dan jaga kesihatan.  Amalkan langkah berjaga-jaga. Bendung penularan wabak COVID-19.  #7TerasKPM #MalaysiaMADANI #KaramahInsaniah https://t.co/KSu6DySitG","2","8","25","152","in","1296319749245132801","1735883637684580434","FadhlinaSiddiq","https://twitter.com/FadhlinaSiddiq/status/1735883637684580434","https://pbs.twimg.com/media/GBcY90oacAAuiO5.jpg","Putrajaya","45827"
"Sat Dec 16 03:11:47 +0000 2023","1735860244729958745","met pagi happy Saturday  keep healthy...jgn lp pake masker kl kalian kluar rmh covid jilid 3 hati2 https://t.co/sZOkNFy1Q5","0","4","0","12","in","1566193907355922432","1735860244729958745","bungalotus25","https://twitter.com/bungalotus25/status/1735860244729958745","https://pbs.twimg.com/media/GBcDsJ6bwAACakV.jpg","planet lotus😘🌹","2099"
"Sat Dec 16 06:50:23 +0000 2023","1735915257007349868","Amalkan Kesihatan Awam Kendiri / TRIIS (Test  Report  Inform  Isolate  Seek) bagi mengawal serta mencegah jangkitan dan penularan Covid-19.  Sumber : Kementerian Kesihatan Malaysia  #KomunikasiKomuniti #jkomzontimur #covid19 #covid #TRIIS https://t.co/fKiGghjv5I","0","30","30","32","in","1710269685240041472","1735915257007349868","jkomzontimur","https://twitter.com/jkomzontimur/status/1735915257007349868","https://pbs.twimg.com/ext_tw_video_thumb/1735915021010620416/pu/img/y1uDlMtxFHbn6lG9.jpg","","566"
"Sat Dec 16 07:43:21 +0000 2023","1735928586920513734","Nurse: sis ini pasien baru sembuh dari covid  sblm masuk ruangan pake glove 2  masker juga doble buat jaga-jaga.  Me: okay  kalo punya kekasih boleh 2 nggak? Buat jaga-jaga ?  Nurse: gimana mau dua  satu aja kamu ngga punya. 🤣  Me: wkwkwkwk","0","4","0","13","in","937581947483709440","1735928586920513734","tukangskrinsutt","https://twitter.com/tukangskrinsutt/status/1735928586920513734","","kota idaman masuk gang dikit","37307"
"Sat Dec 16 08:19:52 +0000 2023","1735937776653348957","KENYATAAN MEDIA MENTERI DI JABATAN PERDANA MENTERI (HAL EHWAL AGAMA) BERKAITAN SARANAN MENGAMBIL LANGKAH BERJAGA-JAGA DALAM MENGHADAPI PENINGKATAN KES COVID-19  #JabatanPenerangan","2","0","45","55","in","114914506","1735937776653348957","JPenerangan","https://twitter.com/JPenerangan/status/1735937776653348957","","Wilayah Persekutuan Putrajaya","248951"
"Sat Dec 16 09:25:22 +0000 2023","1735954258233815059","Baru nak break the records tak pernah kena covid out of 2 years ni  eh alih alih tiberrr gitu","0","1","1","2","in","241484015","1735954258233815059","yxnyyy","https://twitter.com/yxnyyy/status/1735954258233815059","","","442"
"Sat Dec 16 13:37:49 +0000 2023","1736017791483039927","Kya creative log hai bhai😂😂 #AmitabhBachchan #Prabhas  #SalaarCeaseFire  #VivekOberoi  #RohitSharma𓃵 🐐  #TejRan #ViratKohli #Shami  #Biggboss17 #Abhiya #Abhisha #Covid #Perletti #NehaSharma Via - @ashilikeit https://t.co/8tbk8CzQCu","1","0","1","4","in","101485073","1736017791483039927","cpk18","https://twitter.com/cpk18/status/1736017791483039927","https://pbs.twimg.com/ext_tw_video_thumb/1736017707810897920/pu/img/o78e_5wHJaGU8wc7.jpg","कण कण मे व्याप्त","5907"
"Sat Dec 16 14:34:43 +0000 2023","1736032107905102062","Kerajaan wajibkan dos penggalak ketiga vaksin COVID-19?  Tidak Pasti Jangan Kongsi.  #SebenarnyaMY #BeritaPalsu #COVID19 https://t.co/b5yp13nDJu","2","0","9","14","in","841482704973529088","1736032107905102062","sebenarnyaMY","https://twitter.com/sebenarnyaMY/status/1736032107905102062","https://pbs.twimg.com/ext_tw_video_thumb/1736032023486324736/pu/img/J1bGYXYdMgF_qEx8.jpg","Putrajaya","11922"
"Sat Dec 16 08:03:37 +0000 2023","1735933686594543937","💙 ges covid dah mulai naik lagi  pliss banget jaga kesehatan ya","1","4","1","2","in","1314975287294083073","1735933686594543937","convomf","https://twitter.com/convomf/status/1735933686594543937","","","1335500"
"Sat Dec 16 08:30:34 +0000 2023","1735940469174194315","Ceh kat twitter terpaling tak percaya bila polis siasat polis tapi pasal vaksin covid percaya 100%","0","1","7","17","in","909405673049415681","1735940469174194315","raimanz_","https://twitter.com/raimanz_/status/1735940469174194315","","","199"
"Sat Dec 16 04:00:40 +0000 2023","1735872547680645336","Dah tahu kes covid tgh mencanak naik lagi mau pergi tempat2 crowded mcmtu. I guess you guys never learn. Menyusahkan org tahu tak.","0","0","3","3","in","1385939712670453768","1735872547680645336","AngelicaaThea","https://twitter.com/AngelicaaThea/status/1735872547680645336","","Kuala Lumpur","29056"
"Sat Dec 16 12:14:35 +0000 2023","1735996844650737985","2 kebahagiaan gw hari ini Jo posting batik dari gw sama i am covid free after 6 days quarantine 😎😎🥹🥹🥹 https://t.co/Jxs6SKjzYU","0","4","0","17","in","1288401005869060096","1735996844650737985","Sashayi89","https://twitter.com/Sashayi89/status/1735996844650737985","https://pbs.twimg.com/media/GBd_7XBb0AAj2Um.jpg","Thailand","2694"
"Sat Dec 16 03:38:26 +0000 2023","1735866952516866517","Katanya dulu sampai licin stock dua-dua ni. And now covid is back!🦠 Time memerlukan la dia diingati. Time sihat buat lek je 😂  Bagus juga #Amway #Nutrilite cipta produk ni masa covid. Memang banyak feedback kata boleh melegakan batuk dan sakit tekak. https://t.co/75hEYwf1Jv","0","1","2","1","in","392565706","1735866952516866517","Miera_zainuddin","https://twitter.com/Miera_zainuddin/status/1735866952516866517","https://pbs.twimg.com/media/GBcJyosbQAAN3Ub.jpg","negeri sembilan","451"
"Sat Dec 16 22:56:26 +0000 2023","1736158369948524571","Tiba2 tringat Sab kena tarik smalam. Siannya… Please next time jgn tarik the girls cmtu. Nk selfie ke apa xperlu pegang2. Selfie then kasi chance org lain. Dgn tgah Covid kes naik lagi. Kesian dorg. Nasib xda pape. Hope Sab ok je 😔","0","3","2","18","in","1190953683208421376","1736158369948524571","an_raw_jpgs","https://twitter.com/an_raw_jpgs/status/1736158369948524571","","Malaysia","111"
"Sat Dec 16 07:15:22 +0000 2023","1735921542146752991","Normal ke tak eh post covid rasa down semacam? Aku cuba reason out xyah pk gini gitu tetap down jgk. Lahanat tul la covid ni","0","2","0","2","in","1255718612838440960","1735921542146752991","starchaserAzz","https://twitter.com/starchaserAzz/status/1735921542146752991","","Merlimau, Melaka","4535"
"Sat Dec 16 14:27:47 +0000 2023","1736030365238829409","Ku harap ga kenapa-kenapa deh besok. Udah muntaber  sinus  panas tinggi  nyeri otot. Covid kali kan ya?","0","3","0","2","in","1564493186533584896","1736030365238829409","joblessbitchy","https://twitter.com/joblessbitchy/status/1736030365238829409","","Lavatory","788"
"Sat Dec 16 09:41:02 +0000 2023","1735958201764548845","Semalem kesini lagi setelah berabad2 wkwkwk  Kangen bngt jaman covid pasti dlu klo maen ampe malem kesini - lojik - kopi brug - kopikok - wow - bulungan 😭😭😭 ya ga mbak @sebateverytime https://t.co/0ss6TNOAyt","0","1","0","4","in","1037749979828244480","1735958201764548845","nathanacid","https://twitter.com/nathanacid/status/1735958201764548845","https://pbs.twimg.com/media/GBdcx8OaIAARdcV.jpg","too good","2019"
"Sat Dec 16 14:33:05 +0000 2023","1736031698809205052","gue: pusing banget deh  nafas sesek  badan pegel pegel  apa kecapean ya? periksa ke klinik JEDERRRR COVID PART 3 🙏 ((memingta doa agar ak diberi kesembuhan))","0","32","1","68","in","1653556974070681600","1736031698809205052","jjaeseo","https://twitter.com/jjaeseo/status/1736031698809205052","","Jakarta Capital Region","980"
"Sat Dec 16 03:24:57 +0000 2023","1735863556925731211","Wahan Himesh tweet delete kar rha h  jo FCs covid k pehle kabar m ghuse the wo 2-3 lakh tickets book kar rhe  sahil khan free ticket baant rha h  brands 1 lakh ticket de rhe aur jab koi ORGANIC word bhi likhta h pura bakrapur rone lagta h aur ye puch rha "SACH SUNA NAHI JA RAHA?"","0","0","7","14","in","1158985891295006720","1735863556925731211","SkyStar04510789","https://twitter.com/SkyStar04510789/status/1735863556925731211","","","918"
