"created_at","id_str","full_text","quote_count","reply_count","retweet_count","favorite_count","lang","user_id_str","conversation_id_str","username","tweet_url","image_url","location","followers_count"
"Tue Dec 12 14:30:41 +0000 2023","1734581541098209610","#DebatCapres   Paslon 2: Saya gak nanya tentang covid  saya nanya tentang polusi!  Paslon 1: https://t.co/0T2VFlbMGe","413","262","1912","15212","in","775011194","1734581541098209610","briankhrisna","https://twitter.com/briankhrisna/status/1734581541098209610","https://pbs.twimg.com/media/GBJ4thVbIAEv-ge.jpg","","363893"
"Tue Dec 12 14:38:34 +0000 2023","1734583528481001535","*anies menggunakan testing covid-19 sebagai analogi untuk angka polusi jakarta yang tinggi akibat alat testing yang lebih banyak daripada daerah lain* prabowo: TAPI PERTANYAAN SAYA BUKAN SOAL COVID!!  i beg you... to have a little bit... of listening comprehension...","1142","318","4779","36541","in","3283371582","1734583528481001535","notnorgaard","https://twitter.com/notnorgaard/status/1734583528481001535","","","8847"
"Tue Dec 12 15:38:55 +0000 2023","1734598713652425008","Bingung ngga tuhh 🤣 Prabowo: Saya Tidak Tanya Covid  Saya Tanya Polusi   #MemastikanRasaNyaman VisiPakbowo KeadilanYgPasti https://t.co/w7soEpKTPl","44","513","95","372","in","886878090768424960","1734598713652425008","yosephrosario_","https://twitter.com/yosephrosario_/status/1734598713652425008","https://pbs.twimg.com/ext_tw_video_thumb/1734598254938165248/pu/img/wYKg5ggnXMPpakHd.jpg","","14777"
"Tue Dec 12 09:10:11 +0000 2023","1734500886016397792","Mohon doa semua  kolega saya Prof Irwanto sedang dirawat di rumah sakit karena Covid-19. Semoga beliau lekas sembuh dan bisa beraktivitas seperti sediakala. Amin. 🤲","6","47","74","414","in","1319543043775582208","1734500886016397792","ProfesorZubairi","https://twitter.com/ProfesorZubairi/status/1734500886016397792","","","103318"
"Tue Dec 12 14:00:51 +0000 2023","1734574034376106404","#TIPS Iya covid lagi naik  tapi tidak perlu parno kakkk. Sebarin ya! 😆  1. Tidur 7–8 jam/hari  berhenti begadang 2. Makanannya bervariasi  banyakin sayur &amp; buah  polanya teratur 3. Olahraga rutin. Hari ini sdh olahraga belom? 4. Cukup minum air mineral. Mulai seringin minum… https://t.co/ublxWo2mfu","1","6","153","282","in","978646566","1734574034376106404","afrkml","https://twitter.com/afrkml/status/1734574034376106404","","","322703"
"Tue Dec 12 13:48:23 +0000 2023","1734570896596287516","Sebenarnya ada satu perasaan sebak bila kita makan kat satu kedai  tiba-tiba yang jadi pelayan tu kawan kita masa sekolah dulu.  Teringat zaman di asrama dulu.  Kesan Covid dulu  ramai hilang pekerjaan dan sanggup buat apa je untuk rezeki keluarganya.  Allah yuftah alaikum.","30","7","256","1187","in","198424307","1734570896596287516","acaiijawa","https://twitter.com/acaiijawa/status/1734570896596287516","","Shah Alam","83354"
"Tue Dec 12 17:40:02 +0000 2023","1734629193743487082","Aku ketika diancam resesi dan covid gelombang 2:  https://t.co/jX0hBP4SA4","0","1","5","4","in","1483808209152638977","1734629193743487082","bbbbagad","https://twitter.com/bbbbagad/status/1734629193743487082","https://pbs.twimg.com/ext_tw_video_thumb/1734602891519000576/pu/img/OVlmIKribC1wX2bU.jpg","","149"
"Tue Dec 12 13:57:01 +0000 2023","1734573071175160286","After 3 years  covid ni apesal datang balik?? Mcm bodo","0","1","2","2","in","1433122435","1734573071175160286","fatinshirazali","https://twitter.com/fatinshirazali/status/1734573071175160286","","Ashraff heart","585"
"Tue Dec 12 10:03:07 +0000 2023","1734514209193709617","Bukan hanya sebatas gagasan tapi janji politik lunas saat di hajar Covid 19 https://t.co/NPHKrftE7R","1","0","84","212","in","1456283686312103939","1734514209193709617","Yurissa_Samosir","https://twitter.com/Yurissa_Samosir/status/1734514209193709617","https://pbs.twimg.com/ext_tw_video_thumb/1734514028360437760/pu/img/b0cC2xeu4fWajRNX.jpg","","22490"
"Tue Dec 12 10:37:20 +0000 2023","1734522818035961936","Jdi PEMIMPIN itu Gak Perlu Jdi GEMOY🤣 Dan Gak Perlu PENCITRAAN Main TIKTOK😁 Dan Gak Perlu JOGET GEMOY🤣 Dan Gak Perlu LARI2 Antar Provinsi Bro😁 Contohlah PAK ANIES Bro ANIES Bukan sebatas GAGASAN Tapi sudah DIKERJAKAN👍👍 Semua JANJI Politik LUNAS Padahal DIHAJAR Covid Bro👍👍 https://t.co/IWks8FRIeo","1","1","14","24","in","1685182301800656896","1734522818035961936","Azri_Ardhani","https://twitter.com/Azri_Ardhani/status/1734522818035961936","https://pbs.twimg.com/ext_tw_video_thumb/1734522611491819520/pu/img/6eWgdiXxBMo6ng8M.jpg","","557"
"Tue Dec 12 14:35:55 +0000 2023","1734582859992899775","Stay dgn busu mengingatkn aku waktu sakit dulu. Mulut penuh ulser  batuk  demam  muntah  cirit  ruam badan dan mcm2. Sampai busu paksa pergi kk utk check what’s wrong with me. Time tu covid and busu tunggu dkt luar pintu kk. Masa ni lah aku tahu yg aku positive HIV. 1nov","0","7","2","95","in","1465636508157693958","1734582859992899775","dod_dodnov21","https://twitter.com/dod_dodnov21/status/1734582859992899775","","Malaysia","8430"
"Tue Dec 12 13:32:17 +0000 2023","1734566844751544514","BREAKING: Kuna ugonjwa umezuka kwa kasi kubwa sana. Watu kwa maelfu wanaumwa.Corona imerudi. Inaonekana ni mafua ya kawaida ila ni COVID-19.Siyo kawaida mtu aumwe mafua karibia wiki 2. Dalili zote ni za COVID. Watanzania chukueni tahadhari maana viongozi wenu mnawajua vichwa vyao https://t.co/PhnKyNJfSZ","3","19","38","181","in","1425093307378638848","1734566844751544514","TanzaniaLeaks","https://twitter.com/TanzaniaLeaks/status/1734566844751544514","https://pbs.twimg.com/ext_tw_video_thumb/1734566697657405440/pu/img/s9zW_YS_P9VsfwZh.jpg","","64294"
"Tue Dec 12 15:32:14 +0000 2023","1734597032520896636","@rahmimimi trash tres aj situ.. ni liat laporan g ttg kucing liar  ditindaklanjuti ga sampe 2 hari... sejak saat itu bebas ee kucing di lingkungan... jaman covid kenceng2nya  vaksin via JAKI itu prosesnya lebih simpel... "we  Jakartans"?? lo doang yg ga tau cara makenya wkwkwk... jgn ajak2 https://t.co/EXOmIbnicy","6","4","43","366","in","49622050","1734562886255800811","ijo23","https://twitter.com/ijo23/status/1734597032520896636","https://pbs.twimg.com/media/GBKGzfPaEAA-Gvd.jpg","Jakarta, Indonesia","132"
"Tue Dec 12 05:05:12 +0000 2023","1734439236651397183","Please guys jaga kesehatan terus yaa. Ada banyak banget agenda di akhir tahun mulai dari ngikutin kampanye capres sampe liburan akhir tahun yang sayang banget kamu lewatkan kalo kamu kena Covid-19 (lagi). https://t.co/f1sJRmobq4","1","1","40","64","in","1162545299614662656","1734439236651397183","catchmeupid","https://twitter.com/catchmeupid/status/1734439236651397183","https://pbs.twimg.com/media/GBH3Sp9aEAAc9I9.jpg","","225183"
"Tue Dec 12 13:38:26 +0000 2023","1734568395834896424","Meh nak suggest ubat demam selsema batuk yg baik punya. Kat kk xde  biase beli kat farmasi. Mse kena covid hari tu makan 2hari dah kebah &amp; hilang selsema. Setiap kali demam selsema teruk mmg aku cari ubat ni. Ubat yg ade kat klinik sume tak jalan. https://t.co/OyL6Eo8s9j","0","4","15","39","in","1115832094905839617","1734568395834896424","StayMoon0910","https://twitter.com/StayMoon0910/status/1734568395834896424","https://pbs.twimg.com/media/GBJsvqHa8AALra9.jpg","MINCHAN CRUMBS","938"
