created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,image_url,location,followers_count,Wed Dec 13 08:01:28 +0000 2023,1734845980246503760,Kes covid-19 naik hampir sekali ganda kepada 12 757 kes pada minggu 49 (3 Dis-9 Dis 2023)berbanding minggu 48 (26 Nov-2 Dis 2023) -KP Kesihatan https://t.co/DOI7p1aZx9,91,10,1115,619,in,1060440104672550912,1734845980246503760.1,redzuanNewsMPB,https://twitter.com/redzuanNewsMPB/status/1734845980246503760,https://pbs.twimg.com/media/GBNpAqvbgAApWvO.jpg,"Selangor, Malaysia",62069,Thu Dec 14 13:21:37 +0000 2023,1735288939295191146,Jika ada peluang untuk dapatkan dos penggalak COVID-19  ambillah.,14,4,107,269,177804792,1735288939295191146.1,khairul_hafidz,https://twitter.com/khairul_hafidz/status/1735288939295191146,Unnamed: 12,Malaysia,248165,Fri Dec 15 22:48:34 +0000 2023,1735794001377403229,COVID naik lagi! Ayo Vaksinasi sampai 100 kali!  Lanjutkan kebodohan kalian! https://t.co/32HkDXxu0x,30,179,596,1478,1502822366946402304,1735794001377403229.1,DokterTifa,https://twitter.com/DokterTifa/status/1735794001377403229,https://pbs.twimg.com/media/GBbHchHaoAA___l.jpg,Unnamed: 13,117053,Sun Dec 17 12:01:25 +0000 2023,1736355920014098496,Jumlah kes COVID-19 pada minggu lepas (10-16 Dis) meningkat kepada  20 696 kes berbanding 12 757 pada minggu sebelumnya.,145,1466,1736355920014098496.1,https://twitter.com/redzuanNewsMPB/status/1736355920014098496,62049,Mon Dec 18 13:40:57 +0000 2023,1736743353436565941,covid ternyata 🤣 https://t.co/8fORkqBHjs,7,120,11,159,1666825159,1736743353436565941.1,hafifahlr,https://twitter.com/hafifahlr/status/1736743353436565941,https://pbs.twimg.com/media/GBom3s9aUAAamtR.jpg,jawa timur,11129,Tue Dec 19 11:00:01 +0000 2023,1737065240653914279,Kes COVID dh mula meningkat kan korangg😪maarilah Kita standby stock facemask sesiap😷  Yg duckbill ni selesa dipakai korang..tak lemas bila pakai  tali dia pon x mudah putus🌷 https://t.co/80GZyH5anX,3,1,94,1682971276737122304,1737065240653914279.1,mamadeejaa,https://twitter.com/mamadeejaa/status/1737065240653914279,https://pbs.twimg.com/ext_tw_video_thumb/1737065224199712769/pu/img/wQV1WVzFQeOmg9vl.jpg,620,Wed Dec 20 21:59:48 +0000 2023,1737593668801036525,@cheyfluff Sebelum dan sesudah..😆 https://t.co/SwBUcwkgYj,1.1,9,44,1410227796555620355,1737334520318480489,covid_hater,https://twitter.com/covid_hater/status/1737593668801036525,https://pbs.twimg.com/ext_tw_video_thumb/1737593597573439488/pu/img/Pgzux3cHolpGXWUR.jpg,2791
,,,,,,,,,,,,,,,Wed Dec 13 10:36:10 +0000 2023,1.734884911709041e+18,Kes baru Covid-19 meningkat tapi terkawal - KP Kesihatan https://t.co/DnGvZkssbb,0.0,0.0,2.0,3.0,in,18714463.0,1.734884911709041e+18,mkini_bm,https://twitter.com/mkini_bm/status/1734884911709040879,,Kuala Lumpur,673383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Wed Dec 13 11:03:35 +0000 2023,1.734891814602302e+18,@AimanAirin2 Jangkitan Covid-19 punca mai celah mana? Dulu2 para saintis siap bagi fakta kajian  virus berpunca drpd kelawar  rujuk SARS dan Covid19. Kini 2023 😁 jangkitan mai kot celah mana  ada rakyat makan kelawar kah!kah!kah!!? Fakta ini yg KKM sembunyi  tak mahu hebah punca sebenar 🤦,0.0,1.0,1.0,3.0,in,2886951770.0,1.7348588475993661e+18,encikdoomex,https://twitter.com/encikdoomex/status/1734891814602301906,,"Kedah, Malaysia",1653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Wed Dec 13 07:49:15 +0000 2023,1.7348429081326963e+18,@RomeoWalker19 Semalam dari awal aku serius nonton debat capres di tv. Sampai gak kuat nahan tawa  ketika Capres 02 bertanya tentang anggaran 80 trilyun untuk menangani polusi udara Jakarta  jawaban Capres 01 malah nyasar ke vaksinasi covid 19. 😁,0.0,1.0,1.0,5.0,in,1.3495927841230193e+18,1.734814703917134e+18,MasihAdaNH,https://twitter.com/MasihAdaNH/status/1734842908132696245,,🇮🇩 🌏,437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Wed Dec 13 14:15:42 +0000 2023,1.734940158217331e+18,@pedoqpop tak pernah kena walaupun aku pernah ada pengalaman menguruskan pesakit covid. buka ppe terus mandi,0.0,0.0,0.0,13.0,in,1.4898018642876867e+18,1.7349367055502175e+18,ohhdino_,https://twitter.com/ohhdino_/status/1734940158217330988,,somewhere over the rainbow,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Wed Dec 13 11:48:26 +0000 2023,1.7349030994233923e+18,Sy dan alm  Buya Syafii Maarif juga dr awal tdk setuju lock down krn rakyat tdk siap shg sy buat video ini.. awal covid mengganas.. https://t.co/p5rTdqUgnT,0.0,0.0,1.0,2.0,in,116378447.0,1.7349030994233923e+18,dedimahardi,https://twitter.com/dedimahardi/status/1734903099423392221,,Jakarta,2604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Wed Dec 13 13:15:14 +0000 2023,1.7349249429181686e+18,@sukabaksopedes @collegemenfess Imo Lebih profesional sih kalau apply pake website sendiri. Soalnya susah bedain llowongan bodong dan tidak  ingat zaman covid 🥺,0.0,0.0,2.0,32.0,in,1.0451000839250125e+18,1.7348034123391183e+18,sseemsms,https://twitter.com/sseemsms/status/1734924942918168616,,,836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 12:21:48 +0000 2023,1.7352738822681152e+18,Terkini  @KKMPutrajaya akan mengeluarkan arahan baharu pengambilan suntikan penggalak ketiga Covid-19.   Pengambilan suntikan penggalak ketiga  tertumpu kepada kumpulan rentan yang mempunyai komorbiditi.,42.0,13.0,440.0,728.0,3286689331.0,1.7352738822681152e+18,XavierNaxa,https://twitter.com/XavierNaxa/status/1735273882268115304,,Elmina City,358214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 10:37:33 +0000 2023,1.7352476497403986e+18,Minta maaf untuk rakan-rakan yang ambik saya di Fantasy hujung minggu ni. Jaga diri ya semua  covid is back 😷 https://t.co/o3r5nH8i1A,0.0,7.0,3.0,17.0,1.1112333201577574e+18,1.7352476497403986e+18,irsyadtarudin,https://twitter.com/irsyadtarudin/status/1735247649740398647,https://pbs.twimg.com/media/GBTWePGbcAARJxp.jpg,"Serdang, Selangor",1532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 16:21:42 +0000 2023,1.735334257000891e+18,Rindu kosan menjengkelkan inj 🥹🥹 dulu balik kosan setelah covid  disambut sarang burung di atas ac 😂😂 udah capek diperjalanan  gak ada tenaga lagi buat bersihin kamar.. https://t.co/syWXYOaVX0,0.0,4.0,0.0,5.0,1.6879502864245883e+18,1.735334257000891e+18,psydyducks,https://twitter.com/psydyducks/status/1735334257000890786,https://pbs.twimg.com/media/GBUlTSwbUAAmccR.jpg,"Makassar, Indonesia",184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 10:18:11 +0000 2023,1.735242774012953e+18,@sofiesyarief Kasus COVID-19 langsung melejit di minggu-minggu setelah Pilkada 9 Desember 2020  Video: data kasus COVID-19 di Indonesia dari 9 Des 2020 - 31 Jan 2021 https://t.co/9rGkCR4nm2,4.0,0.0,45.0,180.0,35167068.0,1.7351049978123105e+18,ainunnajib,https://twitter.com/ainunnajib/status/1735242774012953086,https://pbs.twimg.com/ext_tw_video_thumb/1735242437747261440/pu/img/8IUaxgiyPiUtnKAS.jpg,Singapore,141567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 10:49:40 +0000 2023,1.7352506965037676e+18,COVID-19: Amal pemakaian pelitup muka  elakkan 3S - KKM   https://t.co/AvDRC53gkd  #BernamaNews https://t.co/ko6XboMs3q,1.0,1.0,42.0,48.0,106669711.0,1.7352506965037676e+18,bernamadotcom,https://twitter.com/bernamadotcom/status/1735250696503767468,https://pbs.twimg.com/media/GBTZT3ra8AAExZw.jpg,"Kuala Lumpur, Malaysia",1187312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 14:26:13 +0000 2023,1.735305193842156e+18,Akhirnya kena juga ya  wkwkwkwk. Moga² bukan covid aja,0.0,6.0,0.0,7.0,1.3818761058842624e+18,1.735305193842156e+18,NOTASIMPBOY,https://twitter.com/NOTASIMPBOY/status/1735305193842155940,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 13:54:36 +0000 2023,1.7352972384596626e+18,need joki bikin paper / jurnal temanya tentang perkembangan ekonomi di bali pasca covid. deadline tgl 23 des. drop hargaa #zonauang,1.0,32.0,1.0,3.0,2195549947.0,1.7352972384596626e+18,mediiokree,https://twitter.com/mediiokree/status/1735297238459662483,,,987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 13:42:38 +0000 2023,1.7352942282873943e+18,#Healthies  kasus COVID-19 naik lagi nih 🚀  Per tanggal 13 Desember aja ada 318 kasus baru 🥹  Lalu  apa yang harus dilakukan agar terhindar dari infeksi COVID-19? https://t.co/b1e9hEfvdr,7.0,2.0,27.0,43.0,161236190.0,1.7352942282873943e+18,KemenkesRI,https://twitter.com/KemenkesRI/status/1735294228287394241,https://pbs.twimg.com/media/GBUA5kiboAAoEEg.jpg,"Jakarta, Indonesia",749905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 23:26:57 +0000 2023,1.7354412746129572e+18,BALI kabarnya sudah ada yg kena covid lg beberapa org ...wajib jaga jarak lg nih 😔,0.0,8.0,1.0,20.0,8.922908675824681e+17,1.7354412746129572e+18,Rosses1Black,https://twitter.com/Rosses1Black/status/1735441274612957289,,Nusantara Pertiwi,11719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 08:48:47 +0000 2023,1.735220275074265e+18,Kes COVID-19 semakin meningkat kebelakangan ini. https://t.co/4dg8r04PFn,1.0,1.0,23.0,18.0,1338312060.0,1.735220275074265e+18,MyHEALTHKKM,https://twitter.com/MyHEALTHKKM/status/1735220275074265148,https://pbs.twimg.com/media/GBS9o-9bgAENgcW.jpg,"Putrajaya, Wilayah Persekutuan",288226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 18:11:21 +0000 2023,1.735361850068394e+18,Uamuzi wa Kamati Kuu unasimama na haujaguswa na Mahakama  wale Covid 19 SI WANACHAMA wa CHADEMA.  Yaani Mahakama ipo very clear kwamba Kamati Kuu ilipatia kila kitu na sababu za COVID hazina mashiko.   Tulia hapo sijui ana hoja gani tena because mchakato wa Kamati Kuu kuwafukuza… https://t.co/SIMWAwP68I,1.0,18.0,33.0,179.0,286623632.0,1.735361850068394e+18,YerickoNyerereT,https://twitter.com/YerickoNyerereT/status/1735361850068394036,https://pbs.twimg.com/media/GBU-Y6tWMAA7UWr.jpg,"Tanzania,Dar es salaam",250161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 13:17:08 +0000 2023,1.7352878090141207e+18,The amount of people contributed dlm Takaful masa Covid tinggi giler  tau pun most of us tak mampu nak tanggung bil hospital..Jadi belajar la dari kesilapan yng lalu  dpt kan coverage sebelum terlambat.. Currently GE has the only medical plan with UNLIMITED plan.. Nak tau? DM abe,0.0,0.0,4.0,4.0,202474881.0,1.7352878090141207e+18,mz_hatta,https://twitter.com/mz_hatta/status/1735287809014120619,,"Bandar Puncak Alam, Selangor",24340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 10:30:42 +0000 2023,1.7352459258185032e+18,Nak makan/buat apa ye nak bagi badan ni rasa sihat?  Right after kena covid last month  lemah betul rasa. Ni selesema  pening  muntah &amp; nak demam balik. Mengah tu jangan cakap la.  Pagi tadi husband siap tanya  “Baby tak nak bangun ke?” sbb dah tidur lama pun rasa lemah sgt 🥲,0.0,3.0,0.0,20.0,406803388.0,1.7352459258185032e+18,mieja_ibrahim,https://twitter.com/mieja_ibrahim/status/1735245925818503245,,Kuala Lumpur,20839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 17:05:38 +0000 2023,1.7353453142890294e+18,Swali: Mlivyoamuwa kuvunja Katiba na kuhakikisha Mahakama inaidhinisha uvunjaje wa Katiba kuwalinda Covid 19  mlifikiria MARADHA ya uamuzi huu? *uaminifu wa Mahakama? *uadilifu wa Rais? *public opinion? Lazima wananchi wauamini MFUMO ili uendelee.   Mnavunja UAMINIFU na UADILIFU https://t.co/MzhJCGv5aw,3.0,20.0,45.0,256.0,9.538713844002693e+17,1.7353453142890294e+18,fatma_karume,https://twitter.com/fatma_karume/status/1735345314289029442,https://pbs.twimg.com/media/GBUvW2OXsAAfxOo.jpg,"Dar es Salaam, Tanzania",1103524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 13:22:52 +0000 2023,1.7352892536163164e+18,Esok tok tak jadi gi KL. Anak² tak galakkan. Pertama sebab hujan. Kedua sebab covid yang sedang menular. Anak² sayangkan bapak. Bapak kena akur.,1.0,12.0,3.0,103.0,1.2536898284676055e+18,1.7352892536163164e+18,mobijoe74,https://twitter.com/mobijoe74/status/1735289253616316469,,"Tok Uban, Kelantan",6604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 11:39:05 +0000 2023,1.7352631329842056e+18,Pantes ada covid lagi🤣 https://t.co/acXKYFHkKy,1.0,0.0,2.0,3.0,499676301.0,1.7352631329842056e+18,RiromVP,https://twitter.com/RiromVP/status/1735263132984205462,https://pbs.twimg.com/media/GBTkn1pakAAsYg1.jpg,Sleman City,2411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 17:09:49 +0000 2023,1.73534636564591e+18,Hii hukumu ya Covid -19  wadau wengi hawajaielewa vizuri!,1.0,1.0,0.0,13.0,4040412022.0,1.73534636564591e+18,robertmgulunde1,https://twitter.com/robertmgulunde1/status/1735346365645910112,,"Dar es Salaam, Tanzania",5234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 12:27:40 +0000 2023,1.7352753604663706e+18,COVID-19 | Kementerian Kesihatan menyarankan pengambilan dos penggalak ketiga vaksin COVID-19 bagi golongan berisiko tinggi termasuk warga emas dan golongan yang mempunyai komorbiditi. https://t.co/I8G8VFgL9f,14.0,1.0,91.0,136.0,155432431.0,1.7352753604663706e+18,BuletinTV3,https://twitter.com/BuletinTV3/status/1735275360466370648,https://pbs.twimg.com/media/GBTvuj2WsAAFI2u.jpg,"Sri Pentas, Bandar Utama",1189488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 13:46:13 +0000 2023,1.7352951278145948e+18,Gokil Covid beneran masih ada. Bokap yang awalnya ke rumah sakit karena vertigonya kambuh  ternyata pas swab terdiagnosa covid.  Mungkin nyokap di rumah juga.  Kemudian sepupu yang sekantor dua-duanya juga kena,1.0,7.0,8.0,61.0,83026317.0,1.7352951278145948e+18,rndy11,https://twitter.com/rndy11/status/1735295127814594764,,Jakarta,16589.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 14:08:25 +0000 2023,1.7353007162003994e+18,Nih orang orang di timeline udah pada ngetweet kena covid lagi buset siapa lagi ini yang abis makan monyet,0.0,2.0,0.0,2.0,2479071757.0,1.7353007162003994e+18,_Hrst,https://twitter.com/_Hrst/status/1735300716200399336,,,51309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 12:39:05 +0000 2023,1.7352782336152579e+18,Covid please jangan chaos sangat orang banyak benda nak kena buat ni,0.0,0.0,9.0,17.0,9.211216746904044e+17,1.7352782336152579e+18,Akimramli1,https://twitter.com/Akimramli1/status/1735278233615257878,,,661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 09:53:44 +0000 2023,1.7352366215058724e+18,Aku rasa lagi banyak mati kena langgar kereta daripada covid. KKM bila nak ban kereta? (Serious),0.0,0.0,15.0,27.0,1667230598.0,1.7352366215058724e+18,jaegar00,https://twitter.com/jaegar00/status/1735236621505872269,,,1207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 20:51:04 +0000 2023,1.7354020451743785e+18,Covid tidak pernah ada!   Hingga 6 Agustus 2021 sejauh ini 91 Lembaga dan Kantor di 24 negara atau yurisdiksi telah merespons serta penulis penelitian dan TIDAK ADA yang memberi/mengutip catatan apapun yg gambarkan isolasi/pemurnian SARS-COV-2. https://t.co/rwVJ1cQBVV,2.0,4.0,57.0,107.0,80366659.0,1.7354020451743785e+18,_Banyoe,https://twitter.com/_Banyoe/status/1735402045174378572,https://pbs.twimg.com/media/GBVi9nYa4AAR-F1.jpg,"Manchester, England",12335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 09:53:06 +0000 2023,1.7352364629234076e+18,Lee Wonjeong positif COVID  Kim Dasol bakal jadi starting lineup Pink Spiders hari ini.,1.0,3.0,2.0,23.0,1.2790416608154378e+18,1.7352364629234076e+18,thisisreparo,https://twitter.com/thisisreparo/status/1735236462923407608,,,3429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 17:48:53 +0000 2023,1.735356195836445e+18,@awemany Desember 2019 Natal di Jakarta pernah ada #CarolinJakarta . Saya dulu sampe naik turun Transjakarta dan MRT buat hunting spot2 Carolnya.  Sayangnya 2020 Covid  tapi sempat ada Pohon Natal dan Lighting Show di Kota Tua klo ga salah.   Cek sendiri gubernurnya siapa tahun itu. https://t.co/ZfEVx6iNMR,1.0,2.0,2.0,16.0,103574420.0,1.735137193918882e+18,reventhewriter,https://twitter.com/reventhewriter/status/1735356195836444886,https://pbs.twimg.com/ext_tw_video_thumb/1735356080350433280/pu/img/WwamPWQBlblR7pn4.jpg,,419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 16:16:36 +0000 2023,1.7353329748774584e+18,Mbowe ana asilimia zake kwenye kila cent wanayopata Bungeni  kazi yake kubwa ni kuwapa Akili ya kukwepa mitego ya wazi ya kina Kibatala ili waendelee kuokota pamoja Pesa za Jamhuri hadi 2025  Msisahau Mke wa Naibu KM wa UFIPA ni sehemu ya COVID 19  mnajua wanayoongea Chumbani? https://t.co/0zCzyXT9eT,1.0,1.0,3.0,22.0,1.367837625785127e+18,1.7353329748774584e+18,thinkbig2025,https://twitter.com/thinkbig2025/status/1735332974877458557,https://pbs.twimg.com/media/GBUkI0FXwAEBdjQ.jpg,Czech Republic,4486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 09:40:09 +0000 2023,1.7352332055262129e+18,Orang ramai mula mengamalkan pemakaian pelitup muka bagi mengelakkan penularan COVID-19 terutamanya di sekitar tempat awam ketika tinjauan hari ini.  Sebanyak 12 757 kes COVID-19 dilaporkan sepanjang Minggu Epidemiologi ke-49 (ME 49/2023) iaitu bagi tempoh 3 hingga 9 Dis … https://t.co/tznhVwVHGE,0.0,1.0,16.0,19.0,106669711.0,1.7352332055262129e+18,bernamadotcom,https://twitter.com/bernamadotcom/status/1735233205526212834,https://pbs.twimg.com/media/GBTJY_ZakAAu-PS.jpg,"Kuala Lumpur, Malaysia",1187312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 16:24:47 +0000 2023,1.7353350319405468e+18,@Bossbm17 @BuletinTV3 Salam @Bossbm17 &amp; Semua   Perhatikan apa yg saya syorkan  ttng dos penggalak utk 'kumlulan rentan'  dgn amalan2 SOP yg saya anjurkan cth kenakan pelitup muka  elakkan 3Cdll   memandang kenaikan kes COVID-19 mutakhir ini .. https://t.co/LQ6i0S4Aob,1.0,6.0,58.0,119.0,132443932.0,1.7351466143634926e+18,DrDzul,https://twitter.com/DrDzul/status/1735335031940546904,https://pbs.twimg.com/media/GBUmA9yawAA4t52.jpg,Malaysia,216032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 14:08:21 +0000 2023,1.73530069890311e+18,Lgi musim covid lagi ya,0.0,1.0,0.0,6.0,529219960.0,1.73530069890311e+18,mutualanpositif,https://twitter.com/mutualanpositif/status/1735300698903109790,,"Jakarta Pusat, DKI Jakarta",4973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 18:35:52 +0000 2023,1.7353680217140797e+18,Tulia naye ni muovu kwasababu njia aliyoipatia ubunge wake ni haramu kama Hawa COVID-19,0.0,0.0,3.0,9.0,1.0582922707457311e+18,1.7353680217140797e+18,NamdiAzikiwe,https://twitter.com/NamdiAzikiwe/status/1735368021714079748,,"Nairnside, Scotland",66798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 11:09:24 +0000 2023,1.7352556646149245e+18,Resolusi tahun 2024 • Bersyukur lolos seleksi kiamat 2012 • Bersyukur masih dikasih hidup  tahan banting lawan covid-19,0.0,2.0,0.0,3.0,1.6461932350423736e+18,1.7352556646149245e+18,billsnotgates,https://twitter.com/billsnotgates/status/1735255664614924560,,,254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 06:48:03 +0000 2023,1.735189893901648e+18,Sebabkan news covid ni lah aku terpaksa hold resignation notice aku! Ko gila kalau aku dah tak keje tetibe lockdown.,1.0,1.0,0.0,9.0,9.84869825313833e+17,1.735189893901648e+18,sofeachipscake,https://twitter.com/sofeachipscake/status/1735189893901647902,,Kuala Lumpur Federal Territory,23588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 11:24:12 +0000 2023,1.7352593899789601e+18,Kalau KKM nak bagi vaksin disebabkan Covid-19. Itu mungkin alternatif KKM mengekang penularan wabak Covid-19. Tapi ada baiknya buat masa sekarang KKM kuatkuasa langkah penguatkuasaan bagi mereka yang merokok di kedai makan. Itu pun membahayakan orang ramai. Sekadar cadangan.,0.0,0.0,7.0,18.0,1.326971992335995e+18,1.7352593899789601e+18,IamAjak,https://twitter.com/IamAjak/status/1735259389978960228,,"Selangor, Malaysia",10294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,in,,,,,,,,Thu Dec 14 14:21:01 +0000 2023,1.7353038843636902e+18,adik i demam seminggu rupanya covid 😭 nasib baik ktorg yg lain ok,0.0,1.0,0.0,7.0,1.0790686780946964e+18,1.7353038843636902e+18,lilalilo134,https://twitter.com/lilalilo134/status/1735303884363690300,,"Seoul, Republic of Korea",50421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
